skillId;Название;Заведующий;headId;Мин. возраст;Макс. возраст;Доступность для записи;Максимальная длительность;Установщик;Видео презентация;ОС;Планшет;Пинок по АЗ;Формат;Описание направления;Страница на Tilda;Ссылка для ЛК с Tilda;Шаблон;Внутренняя заметка;Коэффициент;ИГФ;ИФ;ГФ;Языковое направление;Без оплаты тренеру;Отображение пожелания родителя;Обязательное пожелание родителя;Группа;visibility;requiredSkillId;languages;visibleLanguages;downloadLink
sJfWy33nbB3x5iHNh;Ораторское мастерство: junior;Бобкова Наталья;ywqNgcfBqasmhPPpf;8;10;onlyAdmin;1;;;"Windows, MacOS, Linux, ChromeOS";;;Групповой;"🎤 Научимся говорить уверенно и интересно!
Будем тренировать голос, мимику и жесты, рассказывать истории, выступать без страха и получать аплодисменты как настоящие спикеры!";https://itgen.io/oratorskoe-masterstvo;;;"**🎤 Ораторское мастерство (junior) — уверенные выступления без страха**

Выступать перед другими — это не страшно, а интересно!

На курсе ребёнок научится говорить красиво, уверенно и понятно. Мы разберём, как рассказывать о себе, выражать эмоции голосом и жестами, держать внимание слушателей и получать удовольствие от общения с аудиторией.

**🌟 Почему курс важен**

*   

*   🗣 Навык уверенного общения. Дети учатся говорить чётко, выразительно и уверенно — в школе, на праздниках и в жизни.
*   💡 Развитие уверенности и самопрезентации. Мы тренируем умение рассказывать о себе и своих идеях — коротко, интересно и с харизмой.
*   🎭 Работа с голосом, мимикой и жестами. Ребята осваивают язык тела, учатся управлять голосом, чтобы звучать убедительно и привлекать внимание.
*   💬 Преодоление страха сцены. Через игровые упражнения, ""супергеройские позы"" и практику дети перестают бояться выступать перед другими.

**🎓 Чему научим**

*   Уверенно говорить перед классом или аудиторией
*   Рассказывать о себе и своих идеях интересно и понятно
*   Использовать голос, мимику и жесты для выразительности
*   Строить речь так, чтобы её хотелось слушать
*   Уважительно слушать других и давать обратную связь
*   Аргументировать свою точку зрения и отвечать на вопросы

**🎯 Что получит ребёнок**

*   Уверенность в себе и в своих словах
*   Способность легко выступать и общаться с разными людьми
*   Навык красивой, структурированной речи
*   Развитие внимания, фантазии и чувства юмора
*   Первые мини-выступления и ролевая практика

**✨ Вау-эффект**

Ребёнок выступает перед группой — и не боится! Он рассказывает истории, шутит, делится идеями и получает аплодисменты.

Каждое занятие укрепляет уверенность в себе и превращает публичное выступление в игру.

**📚 Программа курса (для 8–10 лет)**

🗓 14 занятий, 2 раза в неделю

👥 Формат: групповой (ГФ), возможно индивидуально (ИФ) по запросу

1.  Как говорить о себе — самопрезентация по схеме Elevator Pitch
2.  Как не волноваться — техники релаксации и ""супергеройская поза""
3.  Как говорить красиво — дикция, интонация, выразительность
4.  Как говорить без слов — язык жестов, поза и зрительный контакт
5.  Как понравиться аудитории — адаптация выступления под слушателей
6.  Как вызывать эмоции — радость и интерес через голос и мимику
7.  Как быть понятным — простые слова и примеры
8.  Как убеждать — аргументация своей точки зрения
9.  Как начинать и заканчивать речь — ""крючки"" и яркие финалы
10.  Практикум 1 — первое 2-минутное выступление
11.  Как сделать речь интересной — загадки, интерактив и эксперименты
12.  Как рассказывать истории — схема ""Герой → Проблема → Решение""
13.  Как отвечать на вопросы — шаблоны и уверенные ответы
14.  Практикум 2 — финальное выступление и обратная связь

**🧠 Как оцениваем прогресс**

Тренер следит за развитием ключевых навыков:

*   уверенность при выступлении;
*   чёткая речь и выразительность;
*   использование жестов и взгляда;
*   умение структурировать выступление;
*   взаимодействие с аудиторией.

Родители получают обратную связь о прогрессе и рекомендации для развития речи и уверенности ребёнка.";1;1;1;1;Нет;;;;Групповые занятия;onlyAdmin;;ru;ru;
bYyvPHwxc5LDqjSS6;Ораторское мастерство: teens;Бобкова Наталья;ywqNgcfBqasmhPPpf;11;;onlyAdmin;1;;;"Windows, MacOS, Linux, ChromeOS";;;Групповой;"🎙 Выступай уверенно и вдохновляй других!
Научимся говорить чётко, красиво и без страха, убеждать аргументами и эмоциями — как настоящие спикеры и лидеры!";https://itgen.io/oratorskoe-masterstvo;;;"**🎙 Ораторское мастерство (teens) — уверенно говори, вдохновляй и убеждай**

Хочешь, чтобы тебя слушали и слышали? На курсе ты научишься говорить уверенно, чётко и интересно, выступать без страха, доносить свои идеи и убеждать других с помощью аргументов, эмоций и харизмы.

**🌟 Почему это важно**

*   🎤 Навык, который работает везде. Публичные выступления пригодятся не только в школе, но и на конкурсах, собеседованиях, в жизни и будущем.
*   💬 Уверенность и самопрезентация. Ты научишься рассказывать о себе, своих проектах и идеях так, чтобы заинтересовать любого слушателя.
*   🎭 Контроль над голосом и телом. Мы разберём, как управлять голосом, жестами, мимикой и позой, чтобы звучать убедительно и выглядеть уверенно.
*   🧠 Логика, эмоции и сторителлинг. Ты узнаешь, как строить речь, вызывать эмоции у слушателей и использовать истории, чтобы влиять на внимание аудитории.

**🎓 Чему научим**

*   Готовить и проводить уверенные выступления
*   Управлять волнением и страхом сцены
*   Работать с голосом, интонацией и темпом
*   Использовать жесты и взгляд для усиления речи
*   Аргументировать свою точку зрения и отвечать на возражения
*   Строить структуру речи от начала до финала
*   Удерживать внимание аудитории и получать обратную связь

**🎯 Что получит ученик**

*   Уверенность в себе и своих идеях
*   Навык публичных выступлений и аргументации
*   Умение убеждать и вдохновлять
*   Понимание, как подстраиваться под аудиторию
*   Опыт реальных выступлений и обратную связь от тренера

**✨ Вау-эффект**

После курса подростки перестают бояться сцены, свободно говорят перед аудиторией и чувствуют себя уверенно в любой коммуникации — от школьных презентаций до дебатов и переговоров.

📚 Программа курса (для 11\+ лет)

*   🗓 14 занятий, 2 раза в неделю
*   👥 Формат: групповой (ГФ), возможен индивидуальный (ИФ) по запросу

1.  Самопрезентация — расскажи о себе ярко и уверенно
2.  Работа с волнением — техники управления тревогой
3.  Работа над голосом — выразительность и дикция
4.  Невербальные средства общения — язык жестов и поз
5.  Анализ аудитории — адаптация речи под слушателей
6.  Как вызывать эмоции — эмоциональные “крючки”
7.  Как быть понятным — простые формулировки и примеры
8.  Как убеждать — логика, аргументы и риторические приёмы
9.  Структура выступления — от вступления до финала
10.  Практикум 1 — выступление и обратная связь по принципу “бутерброд”
11.  Как удерживать внимание аудитории — вопросы, провокации, вовлечение
12.  Искусство сторителлинга — цепляющие истории и эмоции
13.  Как отвечать на вопросы аудитории — уверенные ответы
14.  Финальный практикум — итоговое выступление и анализ прогресса

**🧠 Как оцениваем прогресс**

Тренер наблюдает за развитием:

*   уверенности и выразительности речи;
*   использованием невербальных средств;
*   логикой и структурой выступления;
*   умением аргументировать и работать с обратной связью;
*   командным взаимодействием.

Родители получают отчёт о прогрессе и рекомендации для дальнейшего развития.";1;1;1;1;Нет;;;;Групповые занятия;onlyAdmin;;ru;ru;
uaqhKz89tgS7KKZHM;Первый урок;Рогалевич Елена;9;5;;invisibly;1;;;"Windows, MacOS, Linux, ChromeOS";"Android, iPad";;"Индивидуальный, Групповой";Влюбляем с первого урока без стресса и скуки.;;;;"Направление для пробных в ИФ, которые проводят тренеры по отдельному скрипту.

Все тренеры с этим направлением ведут пробные по:

*   Scratch
*   Roblox
*   Python
*   Нейросети
*   Minecraft
*   Tinkercad";1;1;1;1;Нет;;;;Программирование;invisibly;;ru;;
39ThwNXs6w2NFxjt3;Подготовка к школе;Савчик Светлана;f4RxThzxJN6oLnuCy;5;9;Доступно;1;;;"Windows, MacOS, Linux, ChromeOS";"Android, iPad";;"Индивидуальный, Групповой";"Курс для детей, которые говорят на русском языке. В результате ребёнок освоит алфавит, азы арифметики. Научится читать по слогам, начнет читать словосочетания, фразы, короткие тексты, отвечать на вопросы по тексту.";https://itgen.io/doshkolnye-programmy-dlya-detey/podgotovka-k-shkole;https://itgen.io/school_v_itgenio_gena;;"[#дошколята](https://itgenio.slack.com/archives/C02040C82V8)

**Перед записью на пробное/новое узнавать, знает ли ребёнок буквы и оставлять заметку тренеру.**

**.**

**На пробное/новое занятие записываем в часовой слот.**

Вот упаковка для направления «Подготовка к школе». Это курс-адаптация, который превращает переход в первый класс из стресса в увлекательное приключение.

**🏫 Подготовка к школе: Уверенный старт**

(Ключевые слова для поиска: подготовка, дошколята, чтение, математика)

Подготовка к школе — это не просто буквы и цифры, а фундамент уверенности ребёнка. Мы помогаем дошкольнику привыкнуть к учебному ритму, научиться слушать учителя и справляться с заданиями самостоятельно. В игровой форме мы закладываем базу, благодаря которой первый класс станет для ребёнка временем побед, а не трудностей.

**Почему это актуально именно сейчас**

*   Мягкая адаптация. Ребёнок привыкает к формату уроков и домашним заданиям заранее. Это снимает страх перед «настоящей» школой и учителем.
*   Индивидуальный маршрут. Мы не учим всех по одной книге. После диагностики тренер составляет программу, которая подтягивает именно те навыки, которые нужны вашему ребёнку.
*   Комплексный подход. Мы развиваем не только интеллект (чтение, счёт), но и усидчивость, внимательность и умение принимать самостоятельные решения.
*   Интерес к знаниям. Благодаря игровому сюжету и частой смене деятельности ребёнок не устаёт и воспринимает учёбу как захватывающий процесс.

**🎓 Чему научим:**

*   Грамоте и чтению: читать по слогам, понимать текст, выделять звуки в словах и составлять интересные рассказы.
*   Математике: считать до 20 и обратно, понимать состав числа, решать задачи на сложение и вычитание, а также щелкать логические задачки.
*   Письму и графике: распознавать символы и подготавливать руку к письму.
*   Школьным навыкам: удерживать внимание на задаче, правильно воспринимать инструкции учителя и доводить начатое до конца.

**🧪 Что на пробном уроке?**

На первом занятии мы определяем уровень развития учебных навыков ребенка. Для этого используются три типа диагностики, адаптированные под разный возраст и подготовку: от игровых заданий для нечитающих детей до комплексных тестов для школьников.

В ходе занятия проверяются ключевые показатели:

*   Логика и мышление: ребенок выполняет задания на обобщение, исключение лишнего и поиск ошибок художника.
*   Речевое развитие: мы оцениваем связную речь через составление рассказов, проверяем фонетическое восприятие и навыки чтения.
*   Математический фундамент: проверяется навык счета (прямой и обратный), знание геометрических фигур и умение решать простые задачи.
*   Внимание и память: упражнения на зрительную память и детализацию помогают понять, насколько ребенок готов к концентрации на обучении.

Главный результат — индивидуальный подбор программы. Педагог определит, по какому пути ребенку будет комфортнее всего развиваться, учитывая его эмоциональный интеллект и текущую базу навыков.

*   Диагностика (30 минут): Учитель в игровой форме проверит фонематический слух, знание букв, уровень счёта и восприятие символов.
*   Консультация для родителей (20 минут): Тренер подробно расскажет о сильных сторонах ребёнка, результатах теста и даст рекомендации по графику занятий.

**🎯 Результат курса:**

*   Уверенный первоклассник: ребёнок умеет читать, считать и решать базовые задачи.
*   Психологическая готовность: развитая внимательность и привычка к регулярным занятиям.
*   Самостоятельность: ребёнок понимает, как работать с учителем и выполнять задания без постоянной помощи взрослых.

**🚀 Дальнейшие шаги:**

После подготовки к школе ребёнок готов к изучению цифровых профессий:

*   Scratch — создание анимаций, управление персонажами через блоки кода и разработка первой игры.
*   Minecraft — основы алгоритмики, работа с координатами и автоматизация построек в 3D-мире.
*   Рисование на компьютере — изучение цвета, форм и создание коллекции из 15\+ цифровых иллюстраций.
*   Мягкие навыки (Soft Skills) — изучение техник управления эмоциями, умения договариваться и правил уверенного общения.

**📦 Важная информация:**

Формат записи: на пробное занятие выделяется 1 часовой слот.

*   Админам: перед записью обязательно узнайте, знает ли ребёнок буквы, и оставьте заметку тренеру.
*   Возраст: Junior (6–7 лет). 6-леток записываем только на индивидуальный формат (ИФ).
*   Длительность: Базовый курс — от 30 часов (программа корректируется после диагностики). Урок длится 30–50 минут.

.

**Каждое занятие длится 30–50 минут в зависимости от возраста и рекомендации тренера**";1.2;1.2;1;1;Нет;;Да;;Дошкольные программы;visible;;"ru, en, es";ru;
jck5PWt9ospZ8A8of;Подготовка к школе 30;Савчик Светлана;f4RxThzxJN6oLnuCy;5;;onlyAdmin;1;;;"Windows, MacOS, Linux, ChromeOS";"Android, iPad";;Индивидуальный;"Курс для детей, которые говорят на русском языке. В результате ребёнок освоит алфавит, азы арифметики. Научится читать по слогам, начнет читать словосочетания, фразы, короткие тексты, отвечать на вопросы по тексту. Короткие занятия по 30 минут.";https://itgen.io/doshkolnye-programmy-dlya-detey/podgotovka-k-shkole;;;**На пробные не записываем!**;1;1;0.7;1;Нет;;;;Дошкольные программы;onlyAdmin;;ru;ru;
FXQeiZCQtjEtFmH7M;Проектная работа по геймдеву;Хисаев Эмиль;Y3sxFaTRY5asf9tDP;12;;onlyAdmin;1;;;"Windows, MacOS, Linux, ChromeOS";;;Групповой;"Это командная работа, где ученики работают по техническому заданию, предоставленному заказчиком. Работа над проектом происходит точно так же, как это происходит в IT- компании.";https://itgen.io/proektnyi-intensiv-gamedev;;;"**Чему научим?**

Работе в команде по настоящему ТЗ, в точности, как это происходит в больших IT-компаниях

.

**Особенности в обучении?**

Развиваем навыки командной работы: коммуникацию, ответственность, пунктуальность - все, качества необходимые при работе над реальным проектом. Учимся чётко следовать тз заказчика, используем навыки, полученные во время прохождения курса, на практике, защищаем итоговый проект эксперту (заказчику)

.

**Что на первом уроке?**

Знакомство с членами команды, обсуждение тз, планирование работы на весь интенсив

.

Результат в конце интенсива какой?

Ученики умеют работать в команде, понимают принципы работы с реальным техническим заданием, знают, как презентовать свою работу заказчику.

.

**Вау эффект какой?**

Ребята работают над заданием точно так же, как это происходит в IT-компании. Интенсив - это 100% практики, поэтому ученики смогут применить знания, полученные на курсе, в деле.

.

**Количество часов интенсива: 8**

.

**Системные требования:**

• О: Windows 7/8/8\.1/10 x64, Mac OS X 12\.0 и выше);

• Оперативная память: от 4 Гб и выше, процессор: 2 ядерный процессор от 2 ГГц";1;1;1;1;Нет;;;;Групповые занятия;onlyAdmin;;ru;ru;
jMFhY2KTjMTa8GSCm;Проектная работа по Blender;Капариха Татьяна;TuuxHqNwgt3udSSkP;10;;onlyAdmin;1;https://docs.google.com/document/d/1tJd36NAAbSqauSM0qVhd7r3_hTN9DBy5/edit;;"Windows, MacOS, Linux, ChromeOS";;;Групповой;"Это командная работа, где ученики работают по техническому заданию, предоставленному заказчиком. Работа над проектом происходит точно так же, как это происходит в IT- компании.";https://itgen.io/intensiv-proektnaja-rabota;;;"[#blender\_party](https://itgenio.slack.com/archives/CUDP4Q1L3)

***Чему научим?***

Работе в команде по настоящему ТЗ, в точности, как это происходит в больших IT-компаниях

.

***Особенности в обучении?*** 

Развиваем навыки командной работы: коммуникацию, ответственность, пунктуальность - все, качества необходимые при работе над реальным проектом. Учимся чётко следовать тз заказчика, используем навыки, полученные во время прохождения курса, на практике, защищаем итоговый проект эксперту (заказчику)

.

***Что на первом уроке?***

Знакомство с членами команды, обсуждение тз, планирование работы на весь интенсив

.

***Результат в конце интенсива какой?*** 

Ученики умеют работать в команде, понимают принципы работы с реальным техническим заданием, знают, как презентовать свою работу заказчику.

.

***Вау эффект какой?***

Ребята работают над заданием точно так же, как это происходит в IT-компании. Интенсив - это 100% практики, поэтому ученики смогут применить знания, полученные на курсе, в деле.

.

***Количество часов интенсива***: 8

.

***Системные требования***:

• О: Windows 7/8/8\.1/10 x64, Mac OS X 12\.0 и выше);

• Оперативная память: от 4 Гб и выше, процессор: 2 ядерный процессор от 2 ГГц";1;1;1;1;Нет;;;;Групповые занятия;onlyAdmin;;"ru, en";ru;https://docs.google.com/document/d/1tJd36NAAbSqauSM0qVhd7r3_hTN9DBy5/edit
9LmQoSEaxobQzCmsn;Проектная работа по HTML+CSS;Капариха Татьяна;TuuxHqNwgt3udSSkP;10;;onlyAdmin;1;;;"Windows, MacOS, Linux, ChromeOS";;;Групповой;"Это командная работа, где ученики работают по техническому заданию, предоставленному заказчиком. Работа над проектом происходит точно так же, как это происходит в IT- компании";https://itgen.io/intensiv-proektnaja-rabota;;;"[#html\_js](https://itgenio.slack.com/archives/C01FZ1Q0Q3Z)

***Чему научим?***

Работе в команде по настоящему ТЗ, в точности, как это происходит в больших IT-компаниях

.

***Особенности в обучении?***

Развиваем навыки командной работы: коммуникацию, ответственность, пунктуальность - все, качества необходимые при работе над реальным проектом. Учимся чётко следовать тз заказчика, используем навыки, полученные во время прохождения курса, на практике, защищаем итоговый проект эксперту (заказчику)

*.*

***Что на первом уроке?***

Знакомство с членами команды, обсуждение тз, планирование работы на весь интенсив

.

***Результат в конце интенсива какой?*** 

Ученики умеют работать в команде, понимают принципы работы с реальным техническим заданием, знают, как презентовать свою работу заказчику.

.

***Вау эффект какой?*** 

Ребята работают над заданием точно так же, как это происходит в IT-компании. Интенсив - это 100% практики, поэтому ученики смогут применить знания, полученные на курсе, в деле.

.

***Количество часов интенсива:*** 8

.

***Системные требования:***

• О: Windows 7/8/8\.1/10 x64, Mac OS X 12\.0 и выше);

• Оперативная память: от 4 Гб и выше, процессор: 2 ядерный процессор от 2 ГГц";1;1;1;1;Нет;;;;Групповые занятия;onlyAdmin;;"ru, en";ru;
RJm8rKeD8mahpAtfd;Проектная работа по Photoshop;Капариха Татьяна;TuuxHqNwgt3udSSkP;10;;onlyAdmin;1;;;"Windows, MacOS, Linux, ChromeOS";;;Групповой;"Это командная работа, где ученики работают по техническому заданию, предоставленному заказчиком. Работа над проектом происходит точно так же, как это происходит в IT- компании.";https://itgen.io/intensiv-proektnaja-rabota;;;"[#ps\_ai](https://itgenio.slack.com/archives/CGLRN0VCZ)

***Чему научим?***

Работе в команде по настоящему ТЗ, в точности, как это происходит в больших IT-компаниях

.

***Особенности в обучении?*** 

Развиваем навыки командной работы: коммуникацию, ответственность, пунктуальность - все, качества необходимые при работе над реальным проектом. Учимся чётко следовать тз заказчика, используем навыки, полученные во время прохождения курса, на практике, защищаем итоговый проект эксперту (заказчику)

.

***Что на первом уроке?***

Знакомство с членами команды, обсуждение тз, планирование работы на весь интенсив

.

***Результат в конце интенсива какой?*** 

Ученики умеют работать в команде, понимают принципы работы с реальным техническим заданием, знают, как презентовать свою работу заказчику.

.

***Вау эффект какой?***

Ребята работают над заданием точно так же, как это происходит в IT-компании. Интенсив - это 100% практики, поэтому ученики смогут применить знания, полученные на курсе, в деле.

.

***Количество часов интенсива:*** 8

Системные требования:

• О: Windows 7/8/8\.1/10 x64, Mac OS X 12\.0 и выше);

• Оперативная память: от 4 Гб и выше, процессор: 2 ядерный процессор от 2 ГГц";1;1;1;1;Нет;;;;Групповые занятия;onlyAdmin;;"ru, en";ru;
JHs64CxoCLbfsxjD3;Проектная работа по Python;Капариха Татьяна;TuuxHqNwgt3udSSkP;10;;onlyAdmin;1;;;"Windows, MacOS, Linux, ChromeOS";;;Групповой;"Это командная работа, где ученики работают по техническому заданию, предоставленному заказчиком. Работа над проектом происходит точно так же, как это происходит в IT- компании.";https://itgen.io/intensiv-proektnaja-rabota;;;"[#python-коллегия](https://itgenio.slack.com/archives/CDPAKCFSQ)

***Чему научим?***

Работе в команде по настоящему ТЗ, в точности, как это происходит в больших IT-компаниях

.

***Особенности в обучении?*** Развиваем навыки командной работы: коммуникацию, ответственность, пунктуальность - все, качества необходимые при работе над реальным проектом. Учимся чётко следовать тз заказчика, используем навыки, полученные во время прохождения курса, на практике, защищаем итоговый проект эксперту (заказчику)

.

***Что на первом уроке?***

Знакомство с членами команды, обсуждение тз, планирование работы на весь интенсив

.

***Результат в конце интенсива какой?*** 

Ученики умеют работать в команде, понимают принципы работы с реальным техническим заданием, знают, как презентовать свою работу заказчику.

.

***Вау эффект какой?***

Ребята работают над заданием точно так же, как это происходит в IT-компании. Интенсив - это 100% практики, поэтому ученики смогут применить знания, полученные на курсе, в деле.

.

***Количество часов интенсива: 8***

***.***

***Системные требования:***

• О: Windows 7/8/8\.1/10 x64, Mac OS X 12\.0 и выше);

• Оперативная память: от 4 Гб и выше, процессор: 2 ядерный процессор от 2 ГГц";1;1;1;1;Нет;;;;Групповые занятия;onlyAdmin;;"ru, en";ru;
eMcxPLQZuGfHbS2Nu;Проектная работа по Roblox;Прохорова Есфирь;8TTuvzp4SMByTZ6Qr;10;;onlyAdmin;1;;;"Windows, MacOS, Linux, ChromeOS";;;Групповой;"Это командная работа, где ученики работают по техническому заданию, предоставленному заказчиком. Работа над проектом происходит точно так же, как это происходит в IT- компании.";https://itgen.io/proektnyi-intensiv-roblox;;;.;1;1;1;1;Нет;;;;Групповые занятия;onlyAdmin;;ru;ru;
vzmLXouunuBPp3ttC;Проектная работа: Scratch;Мурина Ольга;sWz3o373r3Mgff2Ec;8;12;Доступно;1;;;"Windows, MacOS, Linux, ChromeOS";;;Групповой;"Это командная работа, где ученики работают по техническому заданию, предоставленному заказчиком. Работа над проектом происходит точно так же, как это происходит во взрослых командах разработчиков.";https://itgen.io/proektnyi-intensiv-scratch;;;"Чему научим?

Работе в команде по настоящему ТЗ, в точности, как это происходит в больших IT-компаниях

.

Особенности в обучении?

Развиваем навыки командной работы: коммуникацию, ответственность, пунктуальность - все, качества необходимые при работе над реальным проектом. Учимся чётко следовать тз заказчика, используем навыки, полученные во время прохождения курса, на практике, защищаем итоговый проект эксперту (заказчику)

.

Что на первом уроке?

Знакомство с членами команды, обсуждение тз, планирование работы на весь интенсив

.

Результат в конце интенсива какой?

Ученики умеют работать в команде, понимают принципы работы с реальным техническим заданием, знают, как презентовать свою работу заказчику.

.

Вау эффект какой?

Ребята работают над заданием точно так же, как это происходит в IT-компании. Интенсив - это 100% практики, поэтому ученики смогут применить знания, полученные на курсе, в деле.

.

Количество часов интенсива: 8

.

Системные требования:

• О: Windows 7/8/8\.1/10 x64, Mac OS X 12\.0 и выше);

• Оперативная память: от 4 Гб и выше, процессор: 2 ядерный процессор от 2 ГГц";1;1;1;1;Нет;;;;Групповые занятия;visible;;ru;ru;
HJuwA4nnGeprTkKst;Профориентация;Гунькина Екатерина;m3giHWwAbbsKBTFc6;10;;onlyAdmin;1;;;"Windows, MacOS, Linux, ChromeOS";"Android, iPad";;"Групповой, Индивидуальный";"Интенсив для ребят, которые хотят понять свои таланты и интересы и определиться с будущей профессией. Подходит как для тех, кто совсем не знает, чем хочет заниматься, так и для тех, кто уже предварительно подобрал подходящие профессии.";https://itgen.io/proforientacia;;"Что касается направления, то я могу предложить _ИмяУ_ присоединиться к интенсиву по профориентации!
Интенсив поможет понять свои сильные стороны и интересы, разобраться в современных профессиях и сделать осознанный выбор будущего направления.

Многие наши ученики, прошедшие этот интенсив, гораздо увереннее выбирают направления в Айтигенио и дальнейшую образовательную траекторию в школе. Это отличная инвестиция в будущее, которая поможет сэкономить время и избежать ошибок при выборе профессии.

Как вы думаете, ИмяУ будет интересно разобраться в профессиях будущего и понять, куда двигаться дальше?";"БЕСПЛАТНОГО ПРОБНОГО НЕТ

#Профориентация

.

**Чему научим?**

Научим определять свои сильные стороны и таланты, анализировать интересы и подбирать подходящие профессиональные направления. Разберем навыки, которые будут востребованы в будущем и перспективные профессии.

.

**Особенности в обучении?**

Смешанный формат – групповые занятия для развития коммуникативных навыков и индивидуальная консультация для составления полной картины будущего профессионального развития. Воркшопы с саморефлексией. Самопрезентация перед единомышленниками.

.

**Что на пробном уроке?**

Пробного урока нет, продаем сразу интенсив как полноценный продукт.

**Результат в конце курса какой?**

Индивидуальный план развития. Понимание, в каких направлениях можно двигаться.

.

**Вау эффект какой?**

Инсайты ребенка о себе и профессиональных перспективах. Осознание того, что реально воплотить мечту о профессии в реальность.

.

**профориентация в двух форматах:**

*   интенсив на 8 групповых занятий и 1 индивидуальную консультацию с ребенком;
*   Индивидуально (6 ИФ)

**Больше не предлагаем 1 ИФ занятие с родителем!**

Ключевые слова: выбор профессии, профориентация, поступление";1;1;1;1;Нет;;;;Развитие личности;onlyAdmin;;ru;ru;
4vcozrZBKed2ZtX6j;Психолог для сотрудников;Туренко Кристинa;W55T2Du5xjWYJ5Bgv;15;;invisibly;1;;;"Windows, MacOS, Linux, ChromeOS";;;Индивидуальный;"С каждым годом в нашей жизни возникает все больше факторов, вызывающих эмоциональное напряжение, тревогу и беспокойство. Учимся справляться со сложными жизненными ситуациями и противостоять стрессу.";;;;**Только для сотрудников! Пробное не проводится!**;1;1;1;1;Нет;;;;Развитие личности;invisibly;;ru;;
Le9iPXgXXBkxsw6zM;Психологические консультации;Буданова Айжан;Di2WENs4ceyNqj7tv;7;;invisibly;1;;;"Windows, MacOS, Linux, ChromeOS";;;Индивидуальный;"Онлайн-сессии с психологом для детей и взрослых. Формат индивидуальных консультаций: конфиденциальные сессии по безопасному видеочату.  Психологи помогут повысить качество жизни: наладить отношения с близкими людьми, справиться с тревогой.";https://itgen.io/razvivayushchie-programmy-dlya-detey/psihologicheskie-konsultatsii;https://itgen.io/psihologicheskie-konsultatsii-gena;;"[#психология-направление](https://itgenio.slack.com/archives/C03HHRZ5LAE)

**.**

**БЕСПЛАТНЫХ ПРОБНЫХ НЕТ !!!**

**.**

**Чему научим?**

Получите помощь и поддержку по решению психологических вопросов, эмоционального самочувствия и разрешения проблем. Познайте методы для повышения самосознания и преодоления жизненных трудностей.

.

**Особенности в обучении?**

Индивидуальные консультации с психологом предполагают персонализированный подход к решению личных проблем и эмоциональных вопросов. Консультации могут варьироваться в зависимости от ваших потребностей.

.

**Что на пробном уроке?**

На пробном уроке психолог поможет понять вашу уникальную ситуацию, обсудить ваши потребности и проблемы для определения персонализированной программы поддержки.

.

**Результат в конце курса?**

Консультации помогут улучшить ваше эмоциональное благополучие, обогатить самосознание и дать инструменты для управления стрессом, личными отношениями и решением конкретных жизненных проблем.

.

**Вау-эффект?**

Улучшенное самочувствие, повышенное понимание себя и своих реакций, а также решение эмоциональных проблем и обретение навыков эмоционального интеллекта.

.

Занятия проводятся в Гене 30 мин с ребёнком на первой сессии и 30 мин с родителем.

У нас теперь 3 психолога есть : Айжан Буднова (детей от 11 лет и старше записывать (на сайте указано от 10, но тогда не было других психологов)) - также если сложный случай, тоже писать Айжан .

По поводу записи клиентов можно посмотреть “возможное расписание” и/или писать в личку психологам (в любом случае записывать после согласования в личке) и вот [ссылка с полной инфой](https://docs.google.com/document/d/1k5wNn2m67_8-JnK674agG9wNNPS9kHefWFKTbEbmLF8/edit?usp=sharing)";1;1;2;1;Нет;;;;Развитие личности;invisibly;;"ru, es, en";;
